dataset,model,raw_acc,raw_tvd,raw_rsd,cc_acc,cc_tvd,cc_rsd,bc_acc,bc_tvd,bc_rsd,rb_acc,rb_tvd,rb_rsd
EWOK,Falcon3-10B-Base,0.7483,0.0383,0.0512,-0.0108,+0.0642,+0.0878,-0.0042,+0.0175,+0.0238,-0.0050,+0.0283,+0.0385
EWOK,Falcon3-10B-Instruct,0.7400,0.0217,0.0293,-0.0033,+0.0317,+0.0431,-0.0042,-0.0192,-0.0259,+0.0025,-0.0142,-0.0192
EWOK,Llama-3.1-8B,0.6458,0.2492,0.3858,-0.0800,+0.1783,+0.3697,+0.0167,-0.1950,-0.3040,+0.0125,-0.2442,-0.3782
EWOK,Llama-3.1-8B-Instruct,0.7150,0.1133,0.1585,-0.1458,+0.3042,+0.5750,+0.0175,-0.0725,-0.1028,+0.0183,-0.1033,-0.1449
EWOK,Llama-3.1-70B,0.8092,0.0958,0.1184,-0.0475,+0.0942,+0.1310,+0.0008,-0.0858,-0.1061,-0.0025,-0.0658,-0.0812
EWOK,Llama-3.1-70B-Instruct,0.8425,0.0508,0.0603,-0.0042,+0.0342,+0.0411,-0.0008,-0.0475,-0.0564,+0.0100,-0.0350,-0.0418
EWOK,gemma-3-27b-pt,0.6208,0.3608,0.5812,+0.1117,-0.2833,-0.4754,+0.1033,-0.3583,-0.5778,+0.1075,-0.3275,-0.5354
EWOK,gemma-3-27b-it,0.7867,0.0050,0.0064,+0.0017,+0.0417,+0.0528,+0.0025,-0.0042,-0.0053,+0.0000,-0.0017,-0.0021
EWOK,gemma-3-12b-pt,0.7433,0.0183,0.0247,-0.1008,+0.3058,+0.4799,-0.0100,+0.0283,+0.0390,-0.0017,+0.0317,+0.0428
EWOK,gemma-3-12b-it,0.7492,0.1458,0.1947,-0.0067,+0.0217,+0.0309,+0.0108,-0.0325,-0.0455,+0.0158,-0.0375,-0.0530
SNLI,Falcon3-3B-Base,0.3333,0.6667,1.4142,+0.1317,-0.3342,-0.5697,+0.1175,-0.5375,-0.9581,+0.1342,-0.5583,-1.0154
SNLI,Falcon3-3B-Instruct,0.5317,0.2142,0.3481,+0.0308,+0.0308,+0.0523,+0.0583,-0.1692,-0.2055,+0.0650,-0.1733,-0.2166
SNLI,Falcon3-10B-Base,0.6942,0.1817,0.3163,+0.0025,+0.0158,+0.0779,+0.0475,-0.0575,-0.0740,+0.0517,-0.0592,-0.0864
SNLI,Falcon3-10B-Instruct,0.8758,0.0800,0.0518,+0.0208,-0.0367,-0.0344,+0.0150,-0.0242,-0.0161,+0.0158,-0.0225,-0.0140
SNLI,Llama-3.1-8B,0.3333,0.6583,1.4142,+0.2600,-0.3475,-0.7066,+0.1333,-0.5050,-0.7893,+0.1383,-0.5125,-0.8157
SNLI,Llama-3.1-8B-Instruct,0.5808,0.2600,0.5573,+0.0383,+0.0050,+0.0964,+0.0350,-0.0475,-0.0042,+0.0333,-0.0308,-0.0114
SNLI,Llama-3.1-70B,0.6417,0.2708,0.6186,+0.0675,-0.1200,-0.2940,+0.0800,-0.1233,-0.2777,+0.0758,-0.1233,-0.2721
SNLI,Llama-3.1-70B-Instruct,0.7275,0.1567,0.2794,+0.0250,-0.0383,-0.0568,+0.0142,-0.0283,-0.0259,+0.0192,-0.0267,-0.0370
SNLI,gemma-3-27b-pt,0.6925,0.2492,0.5130,+0.0650,-0.0750,-0.1669,+0.1125,-0.1667,-0.3318,+0.1108,-0.1517,-0.3043
SNLI,gemma-3-27b-it,0.7858,0.0850,0.1548,+0.0050,-0.0008,-0.0044,+0.0117,-0.0050,-0.0118,+0.0142,-0.0075,-0.0149
SNLI,gemma-3-12b-pt,0.6117,0.3258,0.6965,+0.0525,-0.0425,-0.0998,+0.1000,-0.1317,-0.2852,+0.1000,-0.1225,-0.2701
SNLI,gemma-3-12b-it,0.6992,0.1858,0.3010,+0.0292,-0.0408,-0.0711,+0.0258,-0.0375,-0.0659,+0.0250,-0.0392,-0.0670
MNLI,Falcon3-3B-Base,0.3300,0.6600,1.4035,+0.0450,-0.1825,-0.2561,+0.0942,-0.5792,-0.9979,+0.1058,-0.6167,-1.0520
MNLI,Falcon3-3B-Instruct,0.5358,0.1192,0.0520,+0.0317,+0.0350,+0.2941,+0.0375,-0.0483,+0.2071,+0.0358,-0.0492,+0.2018
MNLI,Falcon3-10B-Base,0.7442,0.1833,0.3132,-0.0342,+0.0408,+0.1281,+0.0400,-0.0783,-0.1215,+0.0383,-0.0692,-0.1001
MNLI,Falcon3-10B-Instruct,0.8375,0.0417,0.0211,+0.0008,-0.0000,+0.0553,-0.0042,-0.0325,+0.0161,+0.0025,-0.0333,+0.0139
MNLI,Llama-3.1-8B,0.3400,0.6542,1.3728,+0.2217,-0.3283,-0.6718,+0.1792,-0.5700,-0.9835,+0.1867,-0.5700,-0.9862
MNLI,Llama-3.1-8B-Instruct,0.6250,0.2392,0.5052,+0.0008,+0.0550,+0.1316,+0.0417,-0.1125,-0.1739,+0.0333,-0.0975,-0.1453
MNLI,Llama-3.1-70B,0.6425,0.2925,0.6175,+0.0533,-0.1533,-0.2964,+0.0658,-0.1767,-0.3370,+0.0758,-0.1908,-0.3697
MNLI,Llama-3.1-70B-Instruct,0.7475,0.1842,0.3549,-0.0117,+0.0008,+0.0001,+0.0400,-0.1067,-0.1786,+0.0442,-0.1058,-0.1842
MNLI,gemma-3-27b-pt,0.6575,0.2792,0.5875,+0.0383,-0.0517,-0.1241,+0.1042,-0.1942,-0.3817,+0.1117,-0.2150,-0.4113
MNLI,gemma-3-27b-it,0.7950,0.1167,0.2129,+0.0033,-0.0067,+0.0056,+0.0025,-0.0242,-0.0361,+0.0092,-0.0233,-0.0386
MNLI,gemma-3-12b-pt,0.5883,0.3133,0.6898,+0.0225,-0.0508,-0.0807,+0.0650,-0.1550,-0.2846,+0.0717,-0.1692,-0.3063
MNLI,gemma-3-12b-it,0.7900,0.0975,0.1720,-0.0142,+0.0033,+0.0535,+0.0000,-0.0042,+0.0047,+0.0017,-0.0067,-0.0025
MMLU-HUMANITIES,Falcon3-3B-Base,0.5125,0.2242,0.2814,+0.0092,-0.0358,-0.0046,+0.0275,-0.1792,-0.1881,+0.0275,-0.1533,-0.1723
MMLU-HUMANITIES,Falcon3-3B-Instruct,0.5658,0.0825,0.0743,-0.0042,-0.0050,+0.0097,+0.0042,-0.0392,-0.0395,+0.0058,-0.0483,-0.0196
MMLU-HUMANITIES,Falcon3-10B-Base,0.6775,0.0417,0.0812,-0.0058,+0.0442,+0.0367,+0.0000,+0.0158,+0.0070,+0.0075,+0.0283,+0.0180
MMLU-HUMANITIES,Falcon3-10B-Instruct,0.6492,0.1025,0.0863,+0.0042,+0.0175,+0.1154,+0.0308,-0.0467,+0.0296,+0.0350,-0.0350,+0.0442
MMLU-HUMANITIES,Llama-3.1-8B,0.5975,0.1300,0.2392,-0.0375,+0.1158,+0.0928,+0.0117,-0.0717,-0.1066,+0.0208,-0.0217,-0.0694
MMLU-HUMANITIES,Llama-3.1-8B-Instruct,0.6550,0.0900,0.0725,-0.0625,+0.1708,+0.2828,-0.0083,+0.0083,+0.0573,-0.0017,+0.0083,+0.0691
MMLU-HUMANITIES,Llama-3.1-70B,0.7542,0.1050,0.1235,-0.0550,+0.0408,+0.0733,-0.0050,-0.0108,-0.0129,+0.0033,+0.0050,+0.0034
MMLU-HUMANITIES,Llama-3.1-70B-Instruct,0.8067,0.0308,0.0397,-0.0250,+0.0642,+0.1007,-0.0133,+0.0200,+0.0582,-0.0058,+0.0250,+0.0622
MMLU-HUMANITIES,gemma-3-27b-pt,0.7400,0.0658,0.0488,-0.0417,+0.1125,+0.1552,+0.0117,-0.0092,+0.0177,+0.0075,+0.0142,+0.0334
MMLU-HUMANITIES,gemma-3-27b-it,0.7617,0.0658,0.0931,-0.0092,+0.0300,+0.0212,+0.0058,-0.0025,-0.0089,+0.0050,+0.0083,-0.0005
MMLU-HUMANITIES,gemma-3-12b-pt,0.7042,0.1142,0.1637,-0.0633,+0.0658,+0.1809,+0.0033,-0.0258,-0.0322,+0.0025,-0.0250,-0.0233
MMLU-HUMANITIES,gemma-3-12b-it,0.7058,0.1083,0.1271,-0.0058,-0.0025,+0.0167,-0.0017,-0.0183,-0.0109,-0.0017,-0.0108,-0.0068
MMLU-OTHERS,Falcon3-3B-Base,0.4667,0.2608,0.3591,+0.0292,-0.0633,-0.0951,+0.0300,-0.2408,-0.3239,+0.0308,-0.2308,-0.3245
MMLU-OTHERS,Falcon3-3B-Instruct,0.5408,0.1158,0.1566,+0.0008,+0.0042,+0.0138,+0.0183,-0.0917,-0.1282,+0.0117,-0.0742,-0.1193
MMLU-OTHERS,Falcon3-10B-Base,0.6600,0.0758,0.0920,-0.0092,-0.0108,+0.0067,-0.0075,-0.0158,-0.0249,-0.0142,-0.0017,-0.0097
MMLU-OTHERS,Falcon3-10B-Instruct,0.6133,0.1683,0.1754,+0.0217,-0.0558,-0.0150,+0.0383,-0.1258,-0.0945,+0.0358,-0.1333,-0.0979
MMLU-OTHERS,Llama-3.1-8B,0.5792,0.1733,0.3168,-0.0025,+0.0233,-0.0577,+0.0283,-0.0933,-0.2186,+0.0308,-0.0508,-0.1806
MMLU-OTHERS,Llama-3.1-8B-Instruct,0.6742,0.0692,0.0705,-0.0292,+0.1350,+0.2001,+0.0017,-0.0083,+0.0251,-0.0033,+0.0067,+0.0400
MMLU-OTHERS,Llama-3.1-70B,0.7358,0.0683,0.0685,-0.0458,+0.1333,+0.1430,+0.0058,+0.0267,+0.0197,-0.0058,+0.0358,+0.0288
MMLU-OTHERS,Llama-3.1-70B-Instruct,0.7775,0.0342,0.0390,-0.0192,+0.0600,+0.0960,-0.0133,+0.0333,+0.0547,-0.0050,+0.0233,+0.0443
MMLU-OTHERS,gemma-3-27b-pt,0.7242,0.0550,0.0534,-0.0392,+0.1000,+0.1549,+0.0008,-0.0117,+0.0120,+0.0000,+0.0058,+0.0231
MMLU-OTHERS,gemma-3-27b-it,0.7458,0.0458,0.0486,-0.0208,+0.0417,+0.0774,-0.0067,+0.0050,-0.0028,+0.0017,+0.0000,-0.0060
MMLU-OTHERS,gemma-3-12b-pt,0.6717,0.1092,0.1534,-0.0358,+0.0642,+0.1679,+0.0325,-0.0375,-0.0667,+0.0317,-0.0367,-0.0597
MMLU-OTHERS,gemma-3-12b-it,0.7117,0.0875,0.0735,-0.0033,+0.0008,-0.0015,-0.0017,-0.0183,-0.0186,+0.0025,-0.0125,-0.0185
MMLU-SOCIAL_SCI,Falcon3-3B-Base,0.5167,0.2592,0.3342,+0.0333,-0.1025,-0.1355,+0.0300,-0.2367,-0.3118,+0.0283,-0.2425,-0.3035
MMLU-SOCIAL_SCI,Falcon3-3B-Instruct,0.6067,0.0567,0.0829,+0.0033,+0.0017,+0.0120,+0.0050,-0.0217,-0.0271,+0.0042,-0.0208,-0.0256
MMLU-SOCIAL_SCI,Falcon3-10B-Base,0.7542,0.0558,0.0858,+0.0050,-0.0008,-0.0157,+0.0025,-0.0133,-0.0306,+0.0083,-0.0083,-0.0262
MMLU-SOCIAL_SCI,Falcon3-10B-Instruct,0.7058,0.1217,0.1048,+0.0175,-0.0292,+0.0245,+0.0417,-0.0858,-0.0373,+0.0442,-0.0850,-0.0281
MMLU-SOCIAL_SCI,Llama-3.1-8B,0.6392,0.1325,0.2365,-0.0358,+0.0850,+0.0634,+0.0008,-0.0433,-0.1061,+0.0058,-0.0358,-0.0969
MMLU-SOCIAL_SCI,Llama-3.1-8B-Instruct,0.7233,0.0417,0.0617,-0.0408,+0.1608,+0.2053,+0.0008,+0.0150,+0.0416,+0.0067,+0.0142,+0.0243
MMLU-SOCIAL_SCI,Llama-3.1-70B,0.7975,0.0425,0.0557,-0.0725,+0.1325,+0.1337,-0.0067,+0.0333,+0.0226,+0.0000,+0.0250,+0.0223
MMLU-SOCIAL_SCI,Llama-3.1-70B-Instruct,0.8342,0.0200,0.0173,-0.0142,+0.0708,+0.0988,-0.0050,+0.0283,+0.0542,-0.0033,+0.0275,+0.0549
MMLU-SOCIAL_SCI,gemma-3-27b-pt,0.8075,0.0317,0.0295,-0.0450,+0.0767,+0.1206,-0.0092,+0.0125,+0.0334,-0.0033,+0.0142,+0.0237
MMLU-SOCIAL_SCI,gemma-3-27b-it,0.7900,0.0317,0.0336,-0.0017,+0.0308,+0.0543,+0.0092,+0.0083,+0.0109,+0.0075,+0.0067,+0.0053
MMLU-SOCIAL_SCI,gemma-3-12b-pt,0.7392,0.0742,0.1141,-0.0350,+0.0717,+0.1418,+0.0033,-0.0183,-0.0289,+0.0092,-0.0225,-0.0417
MMLU-SOCIAL_SCI,gemma-3-12b-it,0.7658,0.0625,0.0558,-0.0050,+0.0008,+0.0118,-0.0067,-0.0108,-0.0092,-0.0025,-0.0117,-0.0039
MMLU-STEM,Falcon3-3B-Base,0.4133,0.2725,0.4751,+0.0133,-0.0417,-0.1838,+0.0275,-0.2275,-0.4184,+0.0208,-0.2525,-0.4032
MMLU-STEM,Falcon3-3B-Instruct,0.4992,0.1317,0.2152,+0.0000,-0.0200,-0.0204,-0.0067,-0.0992,-0.1745,-0.0083,-0.0808,-0.1474
MMLU-STEM,Falcon3-10B-Base,0.6233,0.1000,0.1552,-0.0208,+0.0083,-0.0011,-0.0167,-0.0300,-0.0467,-0.0075,-0.0258,-0.0433
MMLU-STEM,Falcon3-10B-Instruct,0.5708,0.1550,0.2088,-0.0108,-0.0083,-0.0073,+0.0175,-0.1142,-0.1474,+0.0183,-0.1125,-0.1604
MMLU-STEM,Llama-3.1-8B,0.4617,0.2575,0.4090,-0.0067,+0.0325,-0.0591,-0.0008,-0.1692,-0.2875,+0.0225,-0.2017,-0.3069
MMLU-STEM,Llama-3.1-8B-Instruct,0.5342,0.1167,0.1537,-0.0383,+0.1808,+0.2460,-0.0083,-0.0250,-0.0409,+0.0033,-0.0325,-0.0488
MMLU-STEM,Llama-3.1-70B,0.6333,0.0933,0.1113,-0.0858,+0.2300,+0.2482,-0.0125,+0.0292,+0.0448,-0.0058,+0.0358,+0.0477
MMLU-STEM,Llama-3.1-70B-Instruct,0.6942,0.0742,0.0988,-0.0192,+0.0908,+0.0731,-0.0042,-0.0042,-0.0112,+0.0017,-0.0133,-0.0141
MMLU-STEM,gemma-3-27b-pt,0.6408,0.0842,0.1061,-0.0533,+0.1442,+0.1812,-0.0033,-0.0192,-0.0242,-0.0092,-0.0500,-0.0618
MMLU-STEM,gemma-3-27b-it,0.6550,0.0850,0.0847,-0.0042,+0.0158,+0.0596,-0.0008,-0.0067,-0.0030,+0.0075,-0.0100,-0.0152
MMLU-STEM,gemma-3-12b-pt,0.6033,0.1433,0.2021,-0.0533,+0.0692,+0.1407,-0.0067,-0.0517,-0.0884,-0.0217,-0.0625,-0.0889
MMLU-STEM,gemma-3-12b-it,0.6142,0.1375,0.1461,+0.0092,-0.0125,-0.0083,+0.0017,-0.0483,-0.0696,+0.0025,-0.0425,-0.0544
